OrderID,OrderDate,CustomerID,Region,Category,SubCategory,Product,Quantity,UnitPrice,Sales,Profit
1681,2023-01-08,CUST284,North,Furniture,Bookcases,Bookcase A,5,661,3305,635.14
1682,2023-05-27,CUST064,West,Furniture,Bookcases,Bookcase A,5,870,4350,845.76
1683,2023-06-22,CUST047,East,OfficeSupplies,Binders,Binder A,6,665,3990,794.7
1684,2023-01-05,CUST465,West,Furniture,Chairs,Chair A,8,24,192,27.52
1685,2023-01-12,CUST070,North,Technology,Phones,Phone B,1,887,887,126.43
1686,2023-10-31,CUST108,North,OfficeSupplies,Art,Art A,4,868,3472,515.2
1687,2023-07-02,CUST250,South,OfficeSupplies,Art,Art A,4,106,424,65.5
1688,2023-08-04,CUST407,West,OfficeSupplies,Paper,Paper A,9,503,4527,749.02
1689,2023-06-28,CUST437,West,OfficeSupplies,Paper,Paper A,2,608,1216,262.05
1690,2023-08-27,CUST260,North,Technology,Accessories,Accessory B,7,369,2583,375.3
1691,2023-11-25,CUST328,South,Furniture,Chairs,Chair A,4,945,3780,521.0
1692,2023-08-13,CUST352,West,OfficeSupplies,Art,Art B,8,151,1208,135.75
1693,2023-11-19,CUST443,North,Technology,Laptops,Laptop B,5,17,85,20.77
1694,2023-07-08,CUST287,North,Furniture,Chairs,Chair B,7,724,5068,1026.37
1695,2023-01-22,CUST349,East,OfficeSupplies,Binders,Binder A,6,687,4122,925.02
1696,2023-10-25,CUST320,East,OfficeSupplies,Binders,Binder A,5,980,4900,1048.4
1697,2023-06-18,CUST152,South,OfficeSupplies,Art,Art A,3,700,2100,327.0
1698,2023-08-10,CUST303,East,OfficeSupplies,Art,Art A,3,23,69,6.22
1699,2023-10-09,CUST113,West,Technology,Laptops,Laptop A,8,331,2648,133.63
1700,2023-03-08,CUST065,West,Technology,Phones,Phone A,4,29,116,20.48
1701,2023-02-06,CUST141,South,Furniture,Bookcases,Bookcase A,8,652,5216,1062.94
1702,2023-05-08,CUST201,North,Furniture,Tables,Table A,1,680,680,129.2
1703,2023-07-10,CUST104,East,OfficeSupplies,Paper,Paper A,7,269,1883,366.49
1704,2023-09-17,CUST414,North,Technology,Laptops,Laptop A,6,79,474,56.77
1705,2023-09-16,CUST398,East,OfficeSupplies,Paper,Paper B,2,49,98,23.62
1706,2023-05-03,CUST358,North,Technology,Laptops,Laptop A,2,940,1880,136.46
1707,2023-06-11,CUST234,South,Furniture,Bookcases,Bookcase B,6,192,1152,91.05
1708,2023-01-13,CUST184,East,Technology,Laptops,Laptop B,2,299,598,77.9
1709,2023-08-03,CUST462,West,Furniture,Bookcases,Bookcase A,8,898,7184,741.63
1710,2023-04-28,CUST221,South,Furniture,Bookcases,Bookcase A,7,569,3983,870.07
1711,2023-08-21,CUST158,North,Technology,Phones,Phone B,5,785,3925,669.99
1712,2023-02-22,CUST275,East,OfficeSupplies,Binders,Binder B,9,285,2565,191.31
1713,2023-12-03,CUST183,East,Technology,Laptops,Laptop A,7,548,3836,536.54
1714,2023-01-10,CUST484,North,OfficeSupplies,Paper,Paper A,8,570,4560,293.46
1715,2023-06-09,CUST370,North,Technology,Laptops,Laptop B,2,416,832,80.65
1716,2023-02-22,CUST408,North,Furniture,Tables,Table B,6,34,204,31.42
1717,2023-07-24,CUST059,West,OfficeSupplies,Art,Art B,7,780,5460,569.38
1718,2023-04-29,CUST415,East,Furniture,Bookcases,Bookcase A,2,854,1708,366.8
1719,2023-05-07,CUST075,South,Furniture,Chairs,Chair A,9,720,6480,845.57
1720,2023-08-29,CUST349,West,OfficeSupplies,Binders,Binder A,2,100,200,33.74
1721,2023-07-28,CUST343,West,Furniture,Tables,Table B,8,822,6576,942.96
1722,2023-11-21,CUST428,West,Technology,Accessories,Accessory B,9,836,7524,852.12
1723,2023-05-19,CUST121,North,OfficeSupplies,Art,Art A,1,623,623,64.84
1724,2023-06-11,CUST428,South,Technology,Phones,Phone C,4,616,2464,570.27
1725,2023-11-03,CUST141,South,Furniture,Chairs,Chair A,3,181,543,68.13
1726,2023-02-25,CUST460,West,OfficeSupplies,Art,Art A,3,425,1275,93.34
1727,2023-08-06,CUST413,South,Technology,Phones,Phone C,1,832,832,146.88
1728,2023-04-30,CUST439,South,Furniture,Tables,Table A,7,729,5103,982.88
1729,2023-01-13,CUST101,South,Furniture,Tables,Table B,1,540,540,109.19
1730,2023-09-30,CUST452,East,OfficeSupplies,Art,Art B,9,610,5490,569.83
1731,2023-12-06,CUST467,North,Technology,Laptops,Laptop A,3,656,1968,491.79
1732,2023-04-11,CUST304,North,OfficeSupplies,Binders,Binder A,7,544,3808,849.81
1733,2023-12-21,CUST303,North,Furniture,Bookcases,Bookcase A,2,772,1544,191.06
1734,2023-08-24,CUST361,West,Furniture,Bookcases,Bookcase B,7,17,119,15.86
1735,2023-04-10,CUST031,North,Technology,Laptops,Laptop A,2,532,1064,132.18
1736,2023-06-15,CUST459,North,OfficeSupplies,Binders,Binder A,6,956,5736,1029.86
1737,2023-04-10,CUST109,East,Technology,Phones,Phone B,7,177,1239,70.86
1738,2023-08-04,CUST264,North,Technology,Accessories,Accessory A,7,808,5656,1118.3
1739,2023-01-28,CUST326,South,OfficeSupplies,Binders,Binder A,5,544,2720,523.98
1740,2023-03-06,CUST356,North,OfficeSupplies,Binders,Binder B,5,256,1280,75.01
1741,2023-01-13,CUST313,South,Furniture,Bookcases,Bookcase A,1,122,122,25.18
1742,2023-02-22,CUST044,North,Furniture,Bookcases,Bookcase B,5,590,2950,156.17
1743,2023-06-14,CUST102,South,OfficeSupplies,Art,Art B,8,774,6192,333.54
1744,2023-12-22,CUST398,North,Furniture,Chairs,Chair B,3,925,2775,547.34
1745,2023-04-12,CUST017,North,OfficeSupplies,Paper,Paper B,6,888,5328,276.97
1746,2023-06-20,CUST409,West,Furniture,Chairs,Chair B,4,382,1528,235.02
1747,2023-08-18,CUST321,South,OfficeSupplies,Art,Art A,4,123,492,100.76
1748,2023-06-24,CUST465,East,OfficeSupplies,Art,Art B,8,608,4864,1192.67
1749,2023-10-10,CUST181,North,Technology,Laptops,Laptop A,9,678,6102,526.89
1750,2023-08-12,CUST153,North,OfficeSupplies,Binders,Binder A,1,59,59,9.06
1751,2023-09-01,CUST313,South,Furniture,Bookcases,Bookcase B,5,488,2440,389.61
1752,2023-08-16,CUST111,West,OfficeSupplies,Binders,Binder A,3,461,1383,220.44
1753,2023-09-21,CUST225,North,Technology,Laptops,Laptop A,7,733,5131,555.32
1754,2023-02-14,CUST214,South,OfficeSupplies,Paper,Paper B,4,620,2480,156.58
1755,2023-06-06,CUST098,South,OfficeSupplies,Art,Art A,2,416,832,120.37
1756,2023-05-04,CUST471,North,OfficeSupplies,Binders,Binder A,4,606,2424,601.25
1757,2023-04-29,CUST133,West,Technology,Accessories,Accessory B,8,612,4896,882.22
1758,2023-11-27,CUST143,South,OfficeSupplies,Binders,Binder B,6,237,1422,129.4
1759,2023-03-31,CUST492,East,Technology,Phones,Phone A,7,366,2562,587.25
1760,2023-01-25,CUST394,West,OfficeSupplies,Paper,Paper B,3,271,813,200.27
1761,2023-12-26,CUST068,North,Furniture,Bookcases,Bookcase A,1,53,53,12.69
1762,2023-04-12,CUST216,South,OfficeSupplies,Paper,Paper B,6,704,4224,666.39
1763,2023-06-08,CUST489,East,Technology,Phones,Phone C,2,798,1596,126.82
1764,2023-01-05,CUST084,East,OfficeSupplies,Art,Art B,4,365,1460,203.72
1765,2023-02-23,CUST161,East,Technology,Laptops,Laptop B,2,426,852,132.85
1766,2023-01-15,CUST224,South,Technology,Laptops,Laptop A,5,562,2810,183.35
1767,2023-10-21,CUST062,West,Technology,Accessories,Accessory B,6,450,2700,383.22
1768,2023-07-21,CUST302,West,OfficeSupplies,Paper,Paper A,3,994,2982,664.37
1769,2023-01-08,CUST428,East,Technology,Accessories,Accessory B,1,725,725,178.52
1770,2023-11-29,CUST050,North,OfficeSupplies,Art,Art A,6,685,4110,367.37
1771,2023-12-21,CUST252,North,Furniture,Tables,Table A,8,836,6688,1609.16
1772,2023-11-28,CUST139,South,Technology,Phones,Phone C,5,605,3025,707.48
1773,2023-11-07,CUST358,North,Technology,Laptops,Laptop A,6,982,5892,1450.82
1774,2023-09-17,CUST108,East,Furniture,Bookcases,Bookcase A,3,801,2403,556.49
1775,2023-12-20,CUST273,East,OfficeSupplies,Art,Art B,5,852,4260,1045.67
1776,2023-09-04,CUST008,East,Technology,Phones,Phone A,8,482,3856,746.78
1777,2023-04-04,CUST321,East,OfficeSupplies,Binders,Binder B,7,597,4179,344.93
1778,2023-03-29,CUST242,West,Technology,Laptops,Laptop B,6,97,582,87.17
1779,2023-05-17,CUST421,West,Technology,Laptops,Laptop A,4,617,2468,309.48
1780,2023-06-05,CUST426,East,Furniture,Chairs,Chair A,5,732,3660,774.51
1781,2023-12-26,CUST322,North,OfficeSupplies,Paper,Paper A,7,460,3220,681.53
1782,2023-10-05,CUST101,South,Furniture,Tables,Table A,9,353,3177,464.41
1783,2023-05-21,CUST173,South,OfficeSupplies,Paper,Paper B,4,269,1076,86.9
1784,2023-09-04,CUST155,East,Furniture,Chairs,Chair B,2,503,1006,149.83
1785,2023-03-30,CUST093,North,OfficeSupplies,Paper,Paper A,7,757,5299,938.39
1786,2023-04-27,CUST094,South,Furniture,Tables,Table B,3,615,1845,443.14
1787,2023-04-01,CUST346,North,Technology,Laptops,Laptop A,1,278,278,69.08
1788,2023-12-15,CUST468,East,OfficeSupplies,Art,Art A,5,95,475,63.23
1789,2023-04-24,CUST257,East,Furniture,Chairs,Chair C,4,632,2528,140.31
1790,2023-11-11,CUST203,West,OfficeSupplies,Paper,Paper B,9,109,981,93.92
1791,2023-07-12,CUST401,South,Furniture,Bookcases,Bookcase A,6,358,2148,399.33
1792,2023-08-09,CUST068,West,Technology,Accessories,Accessory B,5,260,1300,178.52
1793,2023-05-29,CUST099,North,OfficeSupplies,Binders,Binder A,3,407,1221,96.17
1794,2023-07-18,CUST303,East,OfficeSupplies,Art,Art B,7,331,2317,507.82
1795,2023-05-13,CUST405,South,Furniture,Tables,Table A,4,795,3180,461.95
1796,2023-08-30,CUST116,West,Technology,Phones,Phone A,8,557,4456,486.32
1797,2023-04-22,CUST103,South,OfficeSupplies,Paper,Paper A,9,479,4311,275.05
1798,2023-09-28,CUST483,East,Furniture,Chairs,Chair B,5,901,4505,594.13
1799,2023-10-07,CUST283,North,Technology,Accessories,Accessory B,8,963,7704,897.04
1800,2023-01-24,CUST024,West,OfficeSupplies,Paper,Paper B,4,839,3356,513.91
1801,2023-06-30,CUST248,North,Technology,Laptops,Laptop B,4,283,1132,267.38
1802,2023-12-17,CUST254,South,OfficeSupplies,Art,Art B,5,834,4170,652.21
1803,2023-09-06,CUST188,North,Furniture,Chairs,Chair C,6,330,1980,120.64
1804,2023-05-18,CUST168,East,Furniture,Chairs,Chair A,7,619,4333,480.27
1805,2023-11-13,CUST212,East,Furniture,Chairs,Chair B,3,388,1164,58.54
1806,2023-10-30,CUST452,North,Technology,Accessories,Accessory A,6,515,3090,550.41
1807,2023-06-18,CUST453,North,Technology,Phones,Phone C,7,830,5810,642.51
1808,2023-07-09,CUST357,North,Furniture,Chairs,Chair C,9,116,1044,222.74
1809,2023-07-25,CUST185,North,Furniture,Chairs,Chair C,6,744,4464,1102.48
1810,2023-01-22,CUST213,East,Furniture,Chairs,Chair B,6,665,3990,318.88
1811,2023-09-29,CUST059,West,Furniture,Chairs,Chair B,7,803,5621,1128.51
1812,2023-02-01,CUST443,South,Furniture,Tables,Table A,2,771,1542,236.73
1813,2023-05-19,CUST480,West,Furniture,Tables,Table B,6,509,3054,373.63
1814,2023-02-17,CUST436,South,Furniture,Tables,Table A,9,639,5751,1160.56
1815,2023-04-12,CUST241,East,Furniture,Bookcases,Bookcase B,1,195,195,29.6
1816,2023-10-19,CUST081,South,Furniture,Tables,Table B,9,899,8091,1743.62
1817,2023-04-14,CUST271,South,Furniture,Tables,Table A,7,895,6265,1320.06
1818,2023-06-16,CUST126,West,Furniture,Bookcases,Bookcase A,9,597,5373,301.81
1819,2023-06-18,CUST477,West,Furniture,Bookcases,Bookcase B,9,145,1305,120.95
1820,2023-12-06,CUST308,North,OfficeSupplies,Binders,Binder B,5,519,2595,191.45
1821,2023-02-18,CUST076,West,Furniture,Bookcases,Bookcase B,7,196,1372,204.77
1822,2023-09-28,CUST100,West,Technology,Laptops,Laptop B,4,918,3672,195.4
1823,2023-02-12,CUST372,East,Furniture,Chairs,Chair B,3,492,1476,309.24
1824,2023-10-16,CUST270,South,Technology,Accessories,Accessory B,2,705,1410,98.0
1825,2023-08-04,CUST315,South,Furniture,Bookcases,Bookcase B,3,906,2718,432.94
1826,2023-06-17,CUST339,North,OfficeSupplies,Binders,Binder B,5,197,985,110.09
1827,2023-12-02,CUST390,South,OfficeSupplies,Binders,Binder A,8,529,4232,1025.42
1828,2023-05-27,CUST204,South,Technology,Phones,Phone B,9,664,5976,1108.13
1829,2023-05-31,CUST002,South,OfficeSupplies,Binders,Binder A,8,26,208,38.38
1830,2023-11-24,CUST007,South,Technology,Phones,Phone B,8,379,3032,498.31
1831,2023-09-29,CUST083,East,Technology,Phones,Phone B,3,214,642,63.88
1832,2023-11-24,CUST124,West,OfficeSupplies,Art,Art A,1,117,117,6.31
1833,2023-02-22,CUST331,South,OfficeSupplies,Paper,Paper B,5,287,1435,189.9
1834,2023-04-07,CUST005,South,Technology,Accessories,Accessory A,9,928,8352,1093.32
1835,2023-04-28,CUST376,West,Technology,Phones,Phone C,1,322,322,21.5
1836,2023-01-19,CUST214,East,Technology,Laptops,Laptop B,5,895,4475,274.39
1837,2023-02-16,CUST167,West,Furniture,Tables,Table B,4,293,1172,209.02
1838,2023-07-01,CUST391,North,OfficeSupplies,Binders,Binder B,7,530,3710,765.0
1839,2023-05-08,CUST310,North,OfficeSupplies,Art,Art A,8,408,3264,344.58
1840,2023-12-04,CUST319,West,Furniture,Tables,Table B,9,573,5157,269.69
1841,2023-03-03,CUST157,East,OfficeSupplies,Art,Art B,1,326,326,79.59
1842,2023-11-21,CUST412,East,Furniture,Bookcases,Bookcase A,9,969,8721,767.13
1843,2023-08-07,CUST177,West,Technology,Phones,Phone A,7,391,2737,249.25
1844,2023-12-11,CUST291,North,Technology,Phones,Phone C,2,640,1280,204.7
1845,2023-06-15,CUST022,West,Technology,Accessories,Accessory B,7,299,2093,176.7
1846,2023-08-18,CUST020,North,Technology,Laptops,Laptop A,9,954,8586,1624.12
1847,2023-03-25,CUST483,South,Technology,Laptops,Laptop A,2,418,836,149.08
1848,2023-11-19,CUST134,South,Furniture,Tables,Table A,9,485,4365,804.95
1849,2023-11-22,CUST233,North,Technology,Laptops,Laptop A,4,63,252,42.72
1850,2023-03-06,CUST083,West,Furniture,Tables,Table A,9,270,2430,419.06
1851,2023-11-11,CUST150,East,Technology,Accessories,Accessory B,3,564,1692,86.86
1852,2023-09-05,CUST278,North,OfficeSupplies,Paper,Paper B,4,614,2456,306.29
1853,2023-10-11,CUST449,West,Technology,Accessories,Accessory B,1,305,305,50.81
1854,2023-11-01,CUST137,West,Technology,Phones,Phone A,4,87,348,84.05
1855,2023-03-14,CUST237,South,Technology,Phones,Phone C,6,180,1080,197.64
1856,2023-11-26,CUST370,East,Technology,Accessories,Accessory A,6,694,4164,285.34
1857,2023-12-07,CUST127,North,Furniture,Bookcases,Bookcase A,9,928,8352,1856.35
1858,2023-05-12,CUST093,East,Technology,Accessories,Accessory A,9,927,8343,432.26
1859,2023-09-05,CUST348,North,OfficeSupplies,Binders,Binder B,1,47,47,8.34
1860,2023-06-19,CUST434,North,Technology,Phones,Phone B,4,497,1988,135.74
1861,2023-09-02,CUST151,East,Furniture,Chairs,Chair B,4,51,204,11.4
1862,2023-08-13,CUST366,South,OfficeSupplies,Art,Art A,5,303,1515,150.76
1863,2023-10-23,CUST203,South,OfficeSupplies,Binders,Binder A,2,967,1934,180.0
1864,2023-06-10,CUST331,East,OfficeSupplies,Art,Art A,2,610,1220,293.16
1865,2023-05-18,CUST338,North,Technology,Phones,Phone A,6,643,3858,827.91
1866,2023-11-15,CUST077,North,OfficeSupplies,Binders,Binder A,8,690,5520,714.78
1867,2023-12-24,CUST321,North,OfficeSupplies,Binders,Binder A,7,892,6244,1545.59
1868,2023-09-21,CUST179,South,Technology,Phones,Phone A,1,77,77,7.03
1869,2023-04-17,CUST345,East,Technology,Laptops,Laptop A,7,373,2611,582.35
1870,2023-12-19,CUST182,East,Furniture,Chairs,Chair C,5,653,3265,186.11
1871,2023-07-06,CUST341,North,Furniture,Tables,Table A,2,449,898,201.82
1872,2023-05-03,CUST188,East,Furniture,Bookcases,Bookcase A,6,684,4104,568.44
1873,2023-09-09,CUST107,North,Furniture,Chairs,Chair A,5,339,1695,106.45
1874,2023-12-20,CUST063,South,Furniture,Tables,Table B,6,516,3096,429.67
1875,2023-07-04,CUST205,East,Technology,Accessories,Accessory B,4,218,872,131.26
1876,2023-03-02,CUST363,North,OfficeSupplies,Binders,Binder A,6,92,552,129.95
1877,2023-07-26,CUST129,East,OfficeSupplies,Art,Art B,7,7,49,6.46
1878,2023-08-30,CUST121,South,OfficeSupplies,Paper,Paper B,1,618,618,50.61
1879,2023-05-13,CUST497,North,OfficeSupplies,Paper,Paper A,5,246,1230,278.4
1880,2023-04-19,CUST303,East,Technology,Phones,Phone B,4,599,2396,172.72
1881,2023-03-10,CUST129,North,Technology,Laptops,Laptop A,4,144,576,57.6
1882,2023-11-08,CUST234,North,OfficeSupplies,Binders,Binder B,7,669,4683,568.41
1883,2023-11-15,CUST378,East,Technology,Phones,Phone A,4,860,3440,715.03
1884,2023-11-07,CUST302,South,Furniture,Chairs,Chair C,7,868,6076,1259.38
1885,2023-04-20,CUST490,South,Furniture,Bookcases,Bookcase B,1,366,366,38.17
1886,2023-12-02,CUST097,North,OfficeSupplies,Art,Art B,1,217,217,50.06
1887,2023-01-06,CUST499,South,OfficeSupplies,Art,Art A,3,43,129,11.45
1888,2023-04-28,CUST261,West,OfficeSupplies,Art,Art A,7,469,3283,390.53
1889,2023-11-09,CUST383,South,Furniture,Chairs,Chair A,6,461,2766,227.01
1890,2023-06-14,CUST087,South,OfficeSupplies,Paper,Paper A,4,499,1996,295.16
1891,2023-02-14,CUST401,East,OfficeSupplies,Binders,Binder B,7,620,4340,966.06
1892,2023-05-14,CUST108,West,Technology,Laptops,Laptop B,2,610,1220,100.37
1893,2023-10-16,CUST414,East,OfficeSupplies,Art,Art B,1,642,642,53.38
1894,2023-05-02,CUST138,West,Technology,Laptops,Laptop A,3,936,2808,206.9
1895,2023-08-22,CUST028,East,Furniture,Tables,Table A,7,251,1757,173.5
1896,2023-05-07,CUST147,North,Technology,Phones,Phone B,6,915,5490,1097.33
1897,2023-06-01,CUST072,East,OfficeSupplies,Art,Art A,9,179,1611,323.45
1898,2023-01-19,CUST195,East,OfficeSupplies,Paper,Paper B,8,179,1432,287.43
1899,2023-12-20,CUST499,South,Furniture,Tables,Table B,6,901,5406,952.99
1900,2023-08-27,CUST205,East,OfficeSupplies,Paper,Paper B,1,249,249,18.29
1901,2023-10-22,CUST128,North,Technology,Phones,Phone A,8,286,2288,348.82
1902,2023-09-26,CUST325,North,Technology,Phones,Phone A,1,455,455,41.34
1903,2023-11-01,CUST103,North,Technology,Laptops,Laptop A,5,197,985,52.82
1904,2023-01-17,CUST171,West,OfficeSupplies,Binders,Binder B,9,255,2295,332.43
1905,2023-07-26,CUST029,East,OfficeSupplies,Binders,Binder B,5,420,2100,405.15
1906,2023-05-24,CUST025,North,Technology,Phones,Phone A,6,672,4032,763.88
1907,2023-11-08,CUST321,West,OfficeSupplies,Binders,Binder B,9,602,5418,1184.73
1908,2023-12-30,CUST435,South,Technology,Accessories,Accessory A,6,749,4494,702.48
1909,2023-12-05,CUST147,North,Furniture,Bookcases,Bookcase A,2,941,1882,426.3
1910,2023-05-19,CUST181,West,OfficeSupplies,Paper,Paper A,9,236,2124,112.79
1911,2023-02-17,CUST194,West,Technology,Phones,Phone C,8,538,4304,627.75
1912,2023-08-27,CUST185,West,Furniture,Bookcases,Bookcase B,8,296,2368,519.98
1913,2023-04-26,CUST313,South,Furniture,Chairs,Chair C,1,689,689,96.53
1914,2023-11-29,CUST045,South,Furniture,Tables,Table B,6,339,2034,195.89
1915,2023-08-09,CUST123,West,Furniture,Bookcases,Bookcase A,3,855,2565,164.16
1916,2023-07-25,CUST320,East,Technology,Phones,Phone B,8,63,504,96.43
1917,2023-05-12,CUST060,North,Furniture,Bookcases,Bookcase A,4,847,3388,614.4
1918,2023-04-17,CUST096,West,OfficeSupplies,Binders,Binder A,2,66,132,28.84
1919,2023-12-14,CUST159,East,Technology,Phones,Phone C,2,321,642,45.41
1920,2023-02-17,CUST409,South,Furniture,Bookcases,Bookcase A,4,140,560,75.72
1921,2023-11-10,CUST357,West,OfficeSupplies,Art,Art A,7,484,3388,520.4
1922,2023-07-28,CUST355,East,Furniture,Tables,Table B,5,215,1075,187.15
1923,2023-01-29,CUST059,North,Furniture,Bookcases,Bookcase A,7,96,672,59.8
1924,2023-08-08,CUST390,West,Furniture,Tables,Table B,1,404,404,81.5
1925,2023-10-04,CUST064,North,OfficeSupplies,Binders,Binder A,4,494,1976,327.54
1926,2023-03-03,CUST426,East,Furniture,Bookcases,Bookcase A,6,532,3192,288.72
1927,2023-02-28,CUST313,East,Technology,Accessories,Accessory A,8,241,1928,179.27
1928,2023-04-04,CUST222,North,Furniture,Tables,Table B,1,734,734,138.9
1929,2023-12-12,CUST279,West,OfficeSupplies,Binders,Binder B,2,322,644,134.76
1930,2023-03-03,CUST294,South,OfficeSupplies,Art,Art B,9,243,2187,387.87
1931,2023-08-10,CUST061,North,Technology,Accessories,Accessory B,1,994,994,103.28
1932,2023-06-05,CUST405,South,Furniture,Bookcases,Bookcase B,4,907,3628,373.42
1933,2023-07-26,CUST388,East,Technology,Phones,Phone A,7,891,6237,546.01
1934,2023-12-06,CUST357,North,Furniture,Bookcases,Bookcase B,4,208,832,66.66
1935,2023-09-14,CUST165,South,Furniture,Tables,Table A,6,74,444,59.07
1936,2023-04-06,CUST163,North,Technology,Laptops,Laptop B,5,832,4160,240.43
1937,2023-06-27,CUST176,North,Furniture,Tables,Table B,6,221,1326,304.43
1938,2023-07-06,CUST232,South,OfficeSupplies,Binders,Binder A,7,108,756,138.62
1939,2023-09-15,CUST264,East,Technology,Laptops,Laptop A,1,186,186,35.59
1940,2023-02-07,CUST176,West,Furniture,Chairs,Chair A,4,656,2624,302.62
1941,2023-10-14,CUST091,South,Furniture,Bookcases,Bookcase A,3,369,1107,158.48
1942,2023-12-17,CUST143,South,OfficeSupplies,Paper,Paper B,1,807,807,43.97
1943,2023-07-06,CUST405,East,Technology,Accessories,Accessory A,3,954,2862,467.18
1944,2023-10-31,CUST291,West,Furniture,Tables,Table B,6,170,1020,54.5
1945,2023-04-24,CUST433,South,OfficeSupplies,Art,Art B,4,932,3728,285.3
1946,2023-09-13,CUST235,South,OfficeSupplies,Paper,Paper B,3,519,1557,272.35
1947,2023-12-07,CUST125,North,OfficeSupplies,Binders,Binder B,3,541,1623,103.65
1948,2023-01-29,CUST383,South,OfficeSupplies,Art,Art B,3,687,2061,381.75
1949,2023-03-02,CUST427,West,Furniture,Bookcases,Bookcase A,9,280,2520,413.02
1950,2023-12-09,CUST408,West,Furniture,Chairs,Chair A,2,699,1398,242.84
1951,2023-07-10,CUST315,North,OfficeSupplies,Paper,Paper B,5,567,2835,392.96
1952,2023-02-19,CUST388,South,OfficeSupplies,Binders,Binder A,6,117,702,99.85
1953,2023-06-15,CUST409,West,Furniture,Chairs,Chair B,2,159,318,58.99
1954,2023-07-29,CUST376,West,OfficeSupplies,Paper,Paper A,7,79,553,46.16
1955,2023-05-13,CUST343,South,Furniture,Bookcases,Bookcase B,9,575,5175,980.29
1956,2023-07-01,CUST458,West,Technology,Laptops,Laptop A,6,855,5130,1023.74
1957,2023-11-23,CUST260,North,Technology,Laptops,Laptop A,1,659,659,59.86
1958,2023-08-02,CUST242,South,OfficeSupplies,Binders,Binder B,1,97,97,23.26
1959,2023-04-22,CUST417,East,OfficeSupplies,Paper,Paper B,7,63,441,83.76
1960,2023-09-25,CUST296,East,OfficeSupplies,Binders,Binder B,6,536,3216,778.86
1961,2023-05-11,CUST156,South,OfficeSupplies,Paper,Paper B,8,94,752,98.04
1962,2023-11-18,CUST293,North,OfficeSupplies,Binders,Binder A,1,746,746,133.17
1963,2023-01-26,CUST075,East,OfficeSupplies,Binders,Binder A,8,880,7040,851.73
1964,2023-05-30,CUST148,South,OfficeSupplies,Paper,Paper A,8,33,264,35.55
1965,2023-07-28,CUST128,East,Furniture,Tables,Table A,4,632,2528,250.92
1966,2023-11-14,CUST235,North,Furniture,Bookcases,Bookcase B,7,980,6860,1527.03
1967,2023-08-27,CUST440,East,Furniture,Chairs,Chair C,5,219,1095,117.5
1968,2023-03-14,CUST419,East,OfficeSupplies,Art,Art B,3,216,648,60.42
1969,2023-08-27,CUST223,East,Furniture,Chairs,Chair B,7,829,5803,829.84
1970,2023-04-05,CUST373,North,Furniture,Bookcases,Bookcase A,4,384,1536,97.39
1971,2023-04-29,CUST268,East,OfficeSupplies,Art,Art B,1,789,789,173.98
1972,2023-12-16,CUST413,South,Technology,Laptops,Laptop A,3,498,1494,189.92
1973,2023-03-12,CUST364,South,Technology,Laptops,Laptop B,2,767,1534,220.62
1974,2023-12-24,CUST216,South,Furniture,Tables,Table B,4,787,3148,250.12
1975,2023-10-20,CUST126,East,Furniture,Bookcases,Bookcase B,9,812,7308,532.65
1976,2023-08-24,CUST056,North,OfficeSupplies,Binders,Binder B,7,364,2548,233.03
1977,2023-07-11,CUST392,West,OfficeSupplies,Binders,Binder B,8,64,512,110.25
1978,2023-01-28,CUST049,South,Furniture,Bookcases,Bookcase A,4,641,2564,283.31
1979,2023-02-05,CUST101,West,OfficeSupplies,Art,Art A,6,520,3120,247.68
1980,2023-06-15,CUST383,West,Technology,Accessories,Accessory B,8,899,7192,749.93
1981,2023-10-05,CUST130,South,OfficeSupplies,Binders,Binder A,7,15,105,17.08
1982,2023-04-06,CUST190,North,Technology,Accessories,Accessory A,5,196,980,162.82
1983,2023-05-08,CUST238,East,OfficeSupplies,Paper,Paper B,8,359,2872,145.4
1984,2023-11-12,CUST446,West,Technology,Laptops,Laptop B,7,149,1043,144.3
1985,2023-08-11,CUST479,East,Technology,Accessories,Accessory A,9,443,3987,244.78
1986,2023-07-03,CUST226,West,Furniture,Chairs,Chair B,9,794,7146,1393.48
1987,2023-06-25,CUST018,South,Furniture,Tables,Table A,3,976,2928,601.44
1988,2023-04-16,CUST271,East,OfficeSupplies,Binders,Binder B,7,683,4781,776.97
1989,2023-02-01,CUST393,South,Technology,Phones,Phone B,8,664,5312,282.41
1990,2023-03-23,CUST333,North,Furniture,Chairs,Chair C,9,451,4059,657.22
1991,2023-02-07,CUST211,South,OfficeSupplies,Art,Art B,7,765,5355,1188.59
1992,2023-01-18,CUST400,South,OfficeSupplies,Binders,Binder B,7,811,5677,799.31
1993,2023-12-11,CUST224,West,OfficeSupplies,Art,Art A,8,913,7304,1665.14
1994,2023-08-17,CUST390,East,Furniture,Chairs,Chair C,3,593,1779,295.07
1995,2023-12-12,CUST270,North,Technology,Phones,Phone B,6,136,816,199.14
1996,2023-03-13,CUST281,East,OfficeSupplies,Art,Art A,6,195,1170,192.09
1997,2023-08-08,CUST053,West,OfficeSupplies,Paper,Paper A,3,416,1248,184.89
1998,2023-09-03,CUST226,West,Technology,Phones,Phone B,6,612,3672,864.48
1999,2023-07-19,CUST247,West,OfficeSupplies,Binders,Binder A,8,834,6672,524.42
